Location,Price,Type,No_Beds,No_Baths,Area,Latitude,Longitude,Region,Sub_region
"Sector 6, Uttara, Dhaka",23275700,Apartment,3,4,2449,23.86846,90.3928,Uttara,Sector 6
"Sector 4, Uttara, Dhaka",12000000,Apartment,3,3,1450,23.86846,90.3928,Uttara,Sector 4
"Shantibag, Malibagh, Dhaka",6660000,Apartment,3,3,1480,23.74388,90.41603,Malibagh,Shantibag
"Road No 9, Baridhara DOHS, Dhaka",11000000,Apartment,3,3,1300,23.76629,90.41775,BaridharaDOHS,Road No 9
"New Eskaton Road, Eskaton, Dhaka",12000000,Apartment,3,3,1270,23.74751,90.40013,Eskaton,New Eskaton Road
"Sector 11, Uttara, Dhaka",7000000,Apartment,2,2,950,23.86846,90.3928,Uttara,Sector 11
"West Monipur, Mirpur, Dhaka",7000000,Apartment,3,3,1450,23.81223,90.35967,Mirpur,West Monipur
"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,3,3,1400,23.79193,90.35733,Mirpur,Middle Paikpara
"Block C, Aftab Nagar, Dhaka",7950000,Apartment,3,3,1250,23.75596,90.37065,AftabNagar,Block C
"Wari, Sutrapur, Dhaka",5400000,Apartment,2,2,900,23.70311,90.42015,Sutrapur,Wari
"Section 7, Mirpur, Dhaka",2800000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 7
"Donia, Jatra Bari, Dhaka",5000000,Apartment,3,2,1150,23.71667,90.42181,JatraBari,Donia
"West Shewrapara, Mirpur, Dhaka",4500000,Apartment,2,2,950,23.81223,90.35967,Mirpur,West Shewrapara
"Block F, Bashundhara R-A, Dhaka",6500000,Apartment,2,2,940,23.75625,90.36915,BashundharaR-A,Block F
"Block G, Bashundhara R-A, Dhaka",55000000,Building,18,10,9000,23.78357,90.40878,BashundharaR-A,Block G
"West Malibag, Malibagh, Dhaka",6000000,Apartment,2,2,915,23.74979,90.41256,Malibagh,West Malibag
"Sher-E-Bangla Road, Dhanmondi, Dhaka",7660000,Apartment,3,3,1160,23.73494,90.36859,Dhanmondi,Sher-E-Bangla Road
"East Kazipara, Mirpur, Dhaka",5500000,Apartment,3,3,1200,23.80091,90.37135,Mirpur,East Kazipara
"East Shewrapara, Mirpur, Dhaka",3500000,Apartment,2,2,850,23.79255,90.3749,Mirpur,East Shewrapara
"Block F, Bashundhara R-A, Dhaka",11000000,Apartment,3,4,1550,23.75625,90.36915,BashundharaR-A,Block F
"Shiddeswari Road, Shiddheswari, Dhaka",20000000,Apartment,4,4,2464,23.76629,90.41775,Shiddheswari,Shiddeswari Road
"Uttar Badda, Badda, Dhaka",4200000,Apartment,3,3,1200,23.81501,90.43623,Badda,Uttar Badda
"Baitul Aman Housing Society, Adabor, Dhaka",6500000,Apartment,3,3,1100,23.7766,90.36276,Adabor,Baitul Aman Housing Society
"Jigatola, Hazaribag, Dhaka",7000000,Apartment,3,3,1250,23.73926,90.37563,Hazaribag,Jigatola
"Bawnia, Turag, Dhaka",8600000,Duplex,3,4,1700,23.73795,90.39749,Turag,Bawnia
"Block I, Bashundhara R-A, Dhaka",8500000,Apartment,3,4,1150,23.66803,90.43935,BashundharaR-A,Block I
"Boro Maghbazar, Maghbazar, Dhaka",5800000,Apartment,2,2,950,23.7526,90.4026,Maghbazar,Boro Maghbazar
"Sector 7, Uttara, Dhaka",22000000,Apartment,4,4,2500,23.86846,90.3928,Uttara,Sector 7
"Kajla, Jatra Bari, Dhaka",10200000,Building,8,4,2250,23.71667,90.42181,JatraBari,Kajla
"Matuail, Demra, Dhaka",13000000,Duplex,3,4,3000,23.7121,90.4598,Demra,Matuail
"Shantibag, Malibagh, Dhaka",7500000,Apartment,3,3,1500,23.74388,90.41603,Malibagh,Shantibag
"North Adabor, Adabor, Dhaka",8088000,Apartment,3,3,1348,23.74372,90.385,Adabor,North Adabor
"aziz Moholla, Mohammadpur, Dhaka",6000000,Apartment,4,4,1300,23.76427,90.36547,Mohammadpur,aziz Moholla
"Road No 28, Banani, Dhaka",30000000,Apartment,3,5,2200,23.76629,90.41775,Banani,Road No 28
"West Shewrapara, Mirpur, Dhaka",8125000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,West Shewrapara
"Bochila, Mohammadpur, Dhaka",6575000,Apartment,3,3,1350,23.76427,90.36547,Mohammadpur,Bochila
"Nayatola, Maghbazar, Dhaka",7800000,Apartment,3,3,1300,23.75474,90.40769,Maghbazar,Nayatola
"Pallabi, Mirpur, Dhaka",3800000,Apartment,2,2,798,23.82566,90.37001,Mirpur,Pallabi
"Arambagh, Motijheel, Dhaka",9225000,Apartment,3,3,1230,23.72558,90.42179,Motijheel,Arambagh
"Karwan Bazar, Tejgaon, Dhaka",8300000,Apartment,3,3,1336,23.7921,90.37846,Tejgaon,Karwan Bazar
"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3,3,1450,23.74769,90.36325,Hazaribag,Rayer Bazaar
"Block E, Bashundhara R-A, Dhaka",12000000,Apartment,3,3,1500,23.66803,90.43935,BashundharaR-A,Block E
"Pallabi, Mirpur, Dhaka",7900000,Apartment,3,3,1300,23.82566,90.37001,Mirpur,Pallabi
"New Eskaton Road, Eskaton, Dhaka",9000000,Apartment,3,3,1200,23.74751,90.40013,Eskaton,New Eskaton Road
"Chandrima Model Town, Mohammadpur, Dhaka",3800000,Apartment,3,2,950,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
"Sector 12, Uttara, Dhaka",6500000,Apartment,3,2,925,23.86846,90.3928,Uttara,Sector 12
"Ashkona, Dakshin Khan, Dhaka",6100000,Apartment,3,3,900,23.85159,90.4151,DakshinKhan,Ashkona
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10826400,Apartment,3,3,1388,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"West Dolairpar, Shyampur, Dhaka",5400000,Apartment,3,3,1300,23.70283,90.43515,Shyampur,West Dolairpar
"Block F, Bashundhara R-A, Dhaka",17000000,Apartment,4,4,2400,23.75625,90.36915,BashundharaR-A,Block F
"Sector 17, Uttara, Dhaka",13400000,Apartment,3,3,1720,23.86846,90.3928,Uttara,Sector 17
"Arambagh, Motijheel, Dhaka",9225000,Apartment,3,3,1230,23.72558,90.42179,Motijheel,Arambagh
"South Keraniganj, Keraniganj, Dhaka",5000000,Apartment,3,3,1300,23.64456,90.34818,Keraniganj,South Keraniganj
"Road No 16, Banani, Dhaka",25000000,Apartment,3,4,2250,23.76629,90.41775,Banani,Road No 16
"Dagormora, Savar, Dhaka",2704800,Apartment,3,2,966,23.84152,90.24643,Savar,Dagormora
"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Faydabad
"Block A, Lalmatia, Dhaka",18848500,Apartment,3,3,1639,23.75669,90.37316,Lalmatia,Block A
"Doniya, Shyampur, Dhaka",3300000,Apartment,3,2,1100,23.68094,90.43935,Shyampur,Doniya
"Nobodoy Housing Society, Mohammadpur, Dhaka",55600000,Apartment,2,2,3600,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Darussalam, Mirpur, Dhaka",5170000,Apartment,3,3,1100,23.7792,90.35374,Mirpur,Darussalam
"West Rampura, Rampura, Dhaka",5287500,Apartment,3,2,1175,23.76748,90.42231,Rampura,West Rampura
"Manda Road, Mugdapara, Dhaka",5700000,Apartment,3,2,1140,23.72813,90.42969,Mugdapara,Manda Road
"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3,3,1450,23.74769,90.36325,Hazaribag,Rayer Bazaar
"East Kazipara, Mirpur, Dhaka",5000000,Apartment,3,3,1200,23.80091,90.37135,Mirpur,East Kazipara
"Manikdi, Cantonment, Dhaka",3375000,Apartment,2,2,750,23.73905,90.46181,Cantonment,Manikdi
"Nobodoy Housing Society, Mohammadpur, Dhaka",4965000,Apartment,3,2,943,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
"Khilbari Tek, Badda, Dhaka",6787500,Apartment,3,3,1375,23.81501,90.43623,Badda,Khilbari Tek
"Nurjahan Road, Mohammadpur, Dhaka",4200000,Apartment,2,2,650,23.76037,90.36193,Mohammadpur,Nurjahan Road
"North Ibrahimpur, Ibrahimpur, Dhaka",6500000,Apartment,4,4,1450,23.79448,90.38573,Ibrahimpur,North Ibrahimpur
"Block D, Aftab Nagar, Dhaka",7500000,Apartment,3,3,1150,23.81709,90.43238,AftabNagar,Block D
"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1245,23.7792,90.35374,Mirpur,Darussalam
"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
"South Mollartek, Dakshin Khan, Dhaka",6000000,Apartment,3,3,1370,23.85159,90.4151,DakshinKhan,South Mollartek
"Block J, Baridhara, Dhaka",18000000,Apartment,3,3,2186,23.8025,90.42285,Baridhara,Block J
"Rajarbag, Bashabo, Dhaka",3920000,Apartment,3,2,1120,23.74009,90.43418,Bashabo,Rajarbag
"Road No 12, Dhanmondi, Dhaka",52485800,Apartment,3,4,3151,23.76629,90.41775,Dhanmondi,Road No 12
"West Kazipara, Mirpur, Dhaka",4500000,Apartment,2,2,975,23.80091,90.37135,Mirpur,West Kazipara
"Middle Monipur, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Middle Monipur
"Manda Road, Mugdapara, Dhaka",6858400,Apartment,3,3,1283,23.72813,90.42969,Mugdapara,Manda Road
"Block C, Banasree, Dhaka",9900500,Apartment,3,3,1362,23.76354,90.4318,Banasree,Block C
"Malibag Bazar Rd, Malibagh, Dhaka",5000000,Apartment,2,2,1070,23.74979,90.41256,Malibagh,Malibag Bazar Rd
"Block I, Bashundhara R-A, Dhaka",12220000,Apartment,3,4,1880,23.66803,90.43935,BashundharaR-A,Block I
"Section 2, Mirpur, Dhaka",3200000,Apartment,2,2,650,23.81223,90.35967,Mirpur,Section 2
"Bank Colony, Savar, Dhaka",2739000,Apartment,2,2,830,23.84152,90.24643,Savar,Bank Colony
"Ati Bazar, Keraniganj, Dhaka",3600000,Apartment,2,2,750,23.73055,90.32904,Keraniganj,Ati Bazar
"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1365,23.7792,90.35374,Mirpur,Darussalam
"Asad Avenue, Mohammadpur, Dhaka",12800000,Apartment,3,3,1353,23.76114,90.37217,Mohammadpur,Asad Avenue
"Shahjahan Road, Mohammadpur, Dhaka",13588000,Apartment,3,3,1011,23.76134,90.36687,Mohammadpur,Shahjahan Road
"Block H, Bashundhara R-A, Dhaka",13000000,Apartment,3,3,1809,23.66803,90.43935,BashundharaR-A,Block H
"South Banasree Project, Banasree, Dhaka",5000000,Apartment,3,3,1150,23.76354,90.4318,Banasree,South Banasree Project
"Road No 4, Banani DOHS, Dhaka",29500000,Apartment,3,3,2000,23.78855,90.40081,BananiDOHS,Road No 4
"West Rampura, Rampura, Dhaka",7500000,Apartment,3,3,1350,23.76748,90.42231,Rampura,West Rampura
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9639000,Apartment,3,3,1530,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Madhya Ajampur, Dakshin Khan, Dhaka",4500000,Apartment,2,2,1010,23.85159,90.4151,DakshinKhan,Madhya Ajampur
"Middle Monipur, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Middle Monipur
"Section 12, Mirpur, Dhaka",8637500,Apartment,3,3,1425,23.81223,90.35967,Mirpur,Section 12
"Block F, Bashundhara R-A, Dhaka",16500000,Apartment,4,3,2331,23.75625,90.36915,BashundharaR-A,Block F
"East Bashabo, Bashabo, Dhaka",4585500,Apartment,2,2,1019,23.7405,90.43472,Bashabo,East Bashabo
"Section 10, Mirpur, Dhaka",5700000,Apartment,3,2,1050,23.81223,90.35967,Mirpur,Section 10
"Ahmed Nagar, Mirpur, Dhaka",5500000,Apartment,3,3,1206,23.81223,90.35967,Mirpur,Ahmed Nagar
"Faydabad, Dakshin Khan, Dhaka",4000000,Apartment,2,2,970,23.85159,90.4151,DakshinKhan,Faydabad
"West Agargaon, Agargaon, Dhaka",7300000,Apartment,3,3,1250,23.77323,90.37154,Agargaon,West Agargaon
"Nobodoy Housing Society, Mohammadpur, Dhaka",3800000,Apartment,2,2,720,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Ahmed Nagar, Mirpur, Dhaka",7200000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Ahmed Nagar
"Road No 2, Shyamoli, Dhaka",6125000,Apartment,3,3,1225,23.78197,90.39943,Shyamoli,Road No 2
"Rayer Bazaar, Hazaribag, Dhaka",6000000,Apartment,3,3,1182,23.74769,90.36325,Hazaribag,Rayer Bazaar
"Lane No 5, Mohakhali DOHS, Dhaka",37500000,Apartment,4,4,2700,23.78074,90.40911,MohakhaliDOHS,Lane No 5
"Jhigatola Road, Dhanmondi, Dhaka",4000000,Apartment,2,2,620,23.76629,90.41775,Dhanmondi,Jhigatola Road
"Chowdhuripara, Khilgaon, Dhaka",11000000,Apartment,3,3,1255,23.75349,90.42469,Khilgaon,Chowdhuripara
"Section 12, Mirpur, Dhaka",3000000,Apartment,2,2,700,23.81223,90.35967,Mirpur,Section 12
"Block D, Banasree, Dhaka",12622800,Apartment,4,4,2166,23.76354,90.4318,Banasree,Block D
"Sector 4, Uttara, Dhaka",39418000,Apartment,4,4,3355,23.86846,90.3928,Uttara,Sector 4
"Road No 4, Dhanmondi, Dhaka",9000000,Apartment,3,3,1036,23.78855,90.40081,Dhanmondi,Road No 4
"Chandrima Model Town, Mohammadpur, Dhaka",3700000,Apartment,2,2,875,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Jigatola, Hazaribag, Dhaka",12600000,Apartment,3,4,1719,23.73926,90.37563,Hazaribag,Jigatola
"Road No 4, Banani, Dhaka",30000000,Apartment,3,4,2250,23.78855,90.40081,Banani,Road No 4
"Block C, Aftab Nagar, Dhaka",9000000,Apartment,3,3,1300,23.75596,90.37065,AftabNagar,Block C
"Kosai Bari, Dakshin Khan, Dhaka",6300000,Apartment,3,2,1264,23.85159,90.4151,DakshinKhan,Kosai Bari
"Doniya, Shyampur, Dhaka",4500000,Apartment,3,3,1200,23.68094,90.43935,Shyampur,Doniya
"Shah Kabir Mazar Road, Dakshin Khan, Dhaka",5700000,Apartment,3,3,1200,23.86765,90.40599,DakshinKhan,Shah Kabir Mazar Road
"Uttar Badda, Badda, Dhaka",5265000,Apartment,3,3,1170,23.81501,90.43623,Badda,Uttar Badda
"Block A, Bashundhara R-A, Dhaka",8500000,Apartment,3,2,1200,23.75669,90.37316,BashundharaR-A,Block A
"Jhigatola Road, Dhanmondi, Dhaka",11295000,Apartment,3,3,1256,23.76629,90.41775,Dhanmondi,Jhigatola Road
"Madhya Ajampur, Dakshin Khan, Dhaka",3800000,Apartment,2,2,800,23.85159,90.4151,DakshinKhan,Madhya Ajampur
"Ashulia, Savar, Dhaka",2656080,Apartment,2,2,952,23.84152,90.24643,Savar,Ashulia
"Doniya, Shyampur, Dhaka",3300000,Apartment,3,2,950,23.68094,90.43935,Shyampur,Doniya
"Nobodoy Housing Society, Mohammadpur, Dhaka",3600000,Apartment,2,2,750,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Block C, Banasree, Dhaka",5692500,Apartment,3,3,1265,23.76354,90.4318,Banasree,Block C
"Block C Extension, Banasree, Dhaka",4500000,Apartment,3,3,1350,23.76354,90.4318,Banasree,Block C Extension
"Asad Avenue, Mohammadpur, Dhaka",35700000,Apartment,3,3,2550,23.76114,90.37217,Mohammadpur,Asad Avenue
"Kallyanpur, Mirpur, Dhaka",5000000,Apartment,2,2,950,23.81467,90.37306,Mirpur,Kallyanpur
"Gulshan 2, Gulshan, Dhaka",30000000,Apartment,3,3,2300,23.79059,90.42566,Gulshan,Gulshan 2
"Chandrima Model Town, Mohammadpur, Dhaka",3000000,Apartment,2,2,810,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Purana Paltan, Motijheel, Dhaka",8500000,Apartment,3,2,1075,23.73053,90.41117,Motijheel,Purana Paltan
"Uttar Badda, Badda, Dhaka",7104000,Apartment,3,3,1480,23.81501,90.43623,Badda,Uttar Badda
"Jigatola, Hazaribag, Dhaka",20150000,Apartment,4,4,2300,23.73926,90.37563,Hazaribag,Jigatola
"West Rampura, Rampura, Dhaka",4300000,Apartment,2,2,811,23.76748,90.42231,Rampura,West Rampura
"Mastertek, Cantonment, Dhaka",5600000,Apartment,3,3,1280,23.8283,90.37955,Cantonment,Mastertek
"Block J, Banasree, Dhaka",6200000,Apartment,3,2,1100,23.76354,90.4318,Banasree,Block J
"North Ibrahimpur, Ibrahimpur, Dhaka",6500000,Apartment,4,4,1550,23.79448,90.38573,Ibrahimpur,North Ibrahimpur
"Block C, Bashundhara R-A, Dhaka",60000000,Apartment,7,8,6880,23.75596,90.37065,BashundharaR-A,Block C
"Sector 7, Uttara, Dhaka",15500000,Apartment,3,4,1465,23.86846,90.3928,Uttara,Sector 7
"Goran, Khilgaon, Dhaka",6020000,Apartment,3,3,1150,23.75349,90.42469,Khilgaon,Goran
"West Shewrapara, Mirpur, Dhaka",5500000,Apartment,3,2,1150,23.81223,90.35967,Mirpur,West Shewrapara
"Wasa Road, Mugdapara, Dhaka",5000000,Apartment,3,3,1040,23.72813,90.42969,Mugdapara,Wasa Road
"East Kazipara, Mirpur, Dhaka",4700000,Apartment,3,2,1087,23.80091,90.37135,Mirpur,East Kazipara
"Sadek Khan Road, Hazaribag, Dhaka",8000000,Apartment,3,3,1600,23.74529,90.3625,Hazaribag,Sadek Khan Road
"Malibagh First Lane, Malibagh, Dhaka",5000000,Apartment,3,2,1000,23.74979,90.41256,Malibagh,Malibagh First Lane
"Nurer Chala, Badda, Dhaka",7000000,Apartment,3,3,1350,23.81501,90.43623,Badda,Nurer Chala
"West Monipur, Mirpur, Dhaka",3300000,Apartment,2,2,860,23.81223,90.35967,Mirpur,West Monipur
"Donia, Jatra Bari, Dhaka",5775000,Apartment,3,2,1050,23.71667,90.42181,JatraBari,Donia
"Namapara, Khilkhet, Dhaka",4500000,Apartment,3,3,1270,23.83303,90.435,Khilkhet,Namapara
"Comfort Housing, Adabor, Dhaka",10500000,Apartment,4,4,1850,23.77274,90.34858,Adabor,Comfort Housing
"Malibagh First Lane, Malibagh, Dhaka",8200000,Apartment,3,2,1250,23.74979,90.41256,Malibagh,Malibagh First Lane
"Ashkona, Dakshin Khan, Dhaka",6375000,Apartment,3,3,1330,23.85159,90.4151,DakshinKhan,Ashkona
"Kallyanpur, Mirpur, Dhaka",5500000,Apartment,3,2,1000,23.81467,90.37306,Mirpur,Kallyanpur
"Bochila, Mohammadpur, Dhaka",6100000,Apartment,3,3,1200,23.76427,90.36547,Mohammadpur,Bochila
"Section 7, Mirpur, Dhaka",3000000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 7
"Sector 10, Uttara, Dhaka",12000000,Apartment,3,4,2170,23.86846,90.3928,Uttara,Sector 10
"Madartek, Bashabo, Dhaka",7867400,Apartment,3,3,1253,23.74009,90.43418,Bashabo,Madartek
"Outer Circular Road, Shiddheswari, Dhaka",11500000,Apartment,3,4,1340,23.72682,90.42152,Shiddheswari,Outer Circular Road
"Middle Badda, Badda, Dhaka",5400000,Apartment,3,3,1200,23.77753,90.4259,Badda,Middle Badda
"Middle Paikpara, Mirpur, Dhaka",7000000,Apartment,3,3,1300,23.79193,90.35733,Mirpur,Middle Paikpara
"Nobodoy Housing Society, Mohammadpur, Dhaka",5800000,Apartment,3,2,1000,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Sector 11, Uttara, Dhaka",9800000,Apartment,3,3,1384,23.86846,90.3928,Uttara,Sector 11
"South Mollartek, Dakshin Khan, Dhaka",6000000,Apartment,3,3,1054,23.85159,90.4151,DakshinKhan,South Mollartek
"Bochila, Mohammadpur, Dhaka",5450000,Apartment,3,2,1145,23.76427,90.36547,Mohammadpur,Bochila
"Free School Street, Kathalbagan, Dhaka",10000000,Apartment,3,3,1503,23.74817,90.38665,Kathalbagan,Free School Street
"Adarsha Nagar, Badda, Dhaka",5236000,Apartment,3,3,1300,23.81501,90.43623,Badda,Adarsha Nagar
"Sector 18, Uttara, Dhaka",8500000,Apartment,3,4,1654,23.86846,90.3928,Uttara,Sector 18
"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
"Block I, Bashundhara R-A, Dhaka",12220000,Apartment,3,4,1880,23.66803,90.43935,BashundharaR-A,Block I
"PC Culture Housing, Mohammadpur, Dhaka",4000000,Apartment,2,2,930,23.76427,90.36547,Mohammadpur,PC Culture Housing
"Madartek, Bashabo, Dhaka",5040000,Apartment,3,2,1120,23.74009,90.43418,Bashabo,Madartek
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7500000,Apartment,3,3,1250,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Road No 12A, Dhanmondi, Dhaka",24000000,Apartment,3,3,1954,23.88776,90.38944,Dhanmondi,Road No 12A
"Block A, Banasree, Dhaka",7500000,Apartment,3,4,1370,23.76354,90.4318,Banasree,Block A
"Nobodoy Housing Society, Mohammadpur, Dhaka",5800000,Apartment,3,2,1000,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Sector 11, Uttara, Dhaka",9900000,Apartment,3,3,1600,23.86846,90.3928,Uttara,Sector 11
"Bashir Uddin Road, Kalabagan, Dhaka",10000000,Apartment,3,3,1286,23.76629,90.41775,Kalabagan,Bashir Uddin Road
"Doniya, Shyampur, Dhaka",2800000,Apartment,2,2,720,23.68094,90.43935,Shyampur,Doniya
"Road No 5, Banani, Dhaka",22000000,Apartment,3,3,1890,23.75479,90.36056,Banani,Road No 5
"Road No 16, Banani, Dhaka",25000000,Apartment,3,4,2250,23.76629,90.41775,Banani,Road No 16
"Matikata, Cantonment, Dhaka",6240000,Apartment,3,3,1300,23.81934,90.39418,Cantonment,Matikata
"South Keraniganj, Keraniganj, Dhaka",5000000,Apartment,3,3,1300,23.64456,90.34818,Keraniganj,South Keraniganj
"Block D, Bashundhara R-A, Dhaka",15056200,Apartment,3,3,1879,23.81709,90.43238,BashundharaR-A,Block D
"Nikunja 2, Nikunja, Dhaka",8002500,Apartment,3,3,1067,23.73795,90.39749,Nikunja,Nikunja 2
"Sector 7, Uttara, Dhaka",16500000,Apartment,4,3,2120,23.86846,90.3928,Uttara,Sector 7
"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3,3,1450,23.74769,90.36325,Hazaribag,Rayer Bazaar
"Shahjahan Road, Mohammadpur, Dhaka",15000000,Apartment,3,3,1677,23.76134,90.36687,Mohammadpur,Shahjahan Road
"Block G, Bashundhara R-A, Dhaka",12500000,Apartment,3,4,1710,23.78357,90.40878,BashundharaR-A,Block G
"South Bashabo, Bashabo, Dhaka",10590000,Apartment,3,3,1978,23.7405,90.43472,Bashabo,South Bashabo
"Dakhshin Para, Mohakhali, Dhaka",4070000,Apartment,2,2,740,23.78074,90.40911,Mohakhali,Dakhshin Para
"Sector 3, Uttara, Dhaka",16390000,Apartment,3,3,1620,23.86846,90.3928,Uttara,Sector 3
"Uttar Badda, Badda, Dhaka",7800000,Apartment,3,3,1393,23.81501,90.43623,Badda,Uttar Badda
"Tikatuli, Sutrapur, Dhaka",8820000,Apartment,3,3,1260,23.70311,90.42015,Sutrapur,Tikatuli
"Chandrima Model Town, Mohammadpur, Dhaka",7600000,Apartment,4,3,1721,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Chandrima Model Town, Mohammadpur, Dhaka",5850000,Apartment,3,3,1300,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Mohammadi Housing LTD., Mohammadpur, Dhaka",4000000,Apartment,2,2,785,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
"Pirerbag, Mirpur, Dhaka",6200000,Apartment,3,3,1110,23.81223,90.35967,Mirpur,Pirerbag
"Sector 6, Uttara, Dhaka",21000000,Apartment,3,3,2370,23.86846,90.3928,Uttara,Sector 6
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10670400,Apartment,3,3,1368,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,4,4,1575,23.79193,90.35733,Mirpur,Middle Paikpara
"West Shewrapara, Mirpur, Dhaka",4300000,Apartment,3,2,950,23.81223,90.35967,Mirpur,West Shewrapara
"North Shahjahanpur, Shahjahanpur, Dhaka",5650000,Apartment,2,2,900,23.73723,90.4183,Shahjahanpur,North Shahjahanpur
"Azam Road, Mohammadpur, Dhaka",4000000,Apartment,2,2,720,23.76007,90.36538,Mohammadpur,Azam Road
"Uttar Badda, Badda, Dhaka",4455000,Apartment,3,3,1350,23.81501,90.43623,Badda,Uttar Badda
"Block F, Bashundhara R-A, Dhaka",11000000,Apartment,3,3,1550,23.75625,90.36915,BashundharaR-A,Block F
"Bank Town, Savar, Dhaka",7000000,Apartment,3,3,1620,23.84152,90.24643,Savar,Bank Town
"Shyamoli Housing (2nd Project), Adabor, Dhaka",3000000,Apartment,2,2,750,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
"Block D, Banasree, Dhaka",6500000,Apartment,3,2,1020,23.76354,90.4318,Banasree,Block D
"New Elephant Road, Hatirpool, Dhaka",11500000,Apartment,3,3,1300,23.73917,90.38834,Hatirpool,New Elephant Road
"Section 10, Mirpur, Dhaka",5500000,Apartment,3,2,1150,23.81223,90.35967,Mirpur,Section 10
"Road No 6, Banani DOHS, Dhaka",40000000,Apartment,3,4,2337,23.76629,90.41775,BananiDOHS,Road No 6
"West Shewrapara, Mirpur, Dhaka",4500000,Apartment,3,2,950,23.81223,90.35967,Mirpur,West Shewrapara
"Khajedal Sing Lane, Lalbagh, Dhaka",6875000,Apartment,3,3,1250,23.72163,90.38809,Lalbagh,Khajedal Sing Lane
"West Agargaon, Agargaon, Dhaka",8000000,Apartment,3,3,1425,23.77323,90.37154,Agargaon,West Agargaon
"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4,5,2380,23.66803,90.43935,BashundharaR-A,Block E
"Sector 13, Uttara, Dhaka",12600000,Apartment,3,3,1800,23.86846,90.3928,Uttara,Sector 13
"Sector 12, Uttara, Dhaka",5500000,Apartment,3,2,1050,23.86846,90.3928,Uttara,Sector 12
"West Nakhalpara, Tejgaon, Dhaka",2800000,Apartment,2,1,650,23.7921,90.37846,Tejgaon,West Nakhalpara
"Sher-E-Bangla Road, Hazaribag, Dhaka",5970000,Apartment,3,3,1194,23.73494,90.36859,Hazaribag,Sher-E-Bangla Road
"Faydabad, Dakshin Khan, Dhaka",3700000,Apartment,3,2,885,23.85159,90.4151,DakshinKhan,Faydabad
"Ashkona, Dakshin Khan, Dhaka",7750000,Apartment,3,3,1300,23.85159,90.4151,DakshinKhan,Ashkona
